index,avg_price,zipcode,city,suburb,bathrooms,bedrooms,index,avg_price_melb,Postcode,CouncilArea,Suburb,Bathroom,Bedroom2
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1277,159.5,3145.0,Stonnington,Malvern East,1.0,2.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1278,74.0,3145.0,Stonnington,Malvern East,1.0,3.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1279,43.5,3145.0,Stonnington,Malvern East,1.5,1.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1280,200.5,3145.0,Stonnington,Malvern East,1.5,3.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1281,63.25,3145.0,Stonnington,Malvern East,2.0,1.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1282,190.25,3145.0,Stonnington,Malvern East,2.0,2.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1283,228.6,3145.0,Stonnington,Malvern East,2.0,3.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1284,71.0,3145.0,Stonnington,Melbourne,1.0,0.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1285,53.333333333333336,3145.0,Stonnington,Melbourne,1.0,1.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1286,123.0,3145.0,Stonnington,Melbourne,1.0,2.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1555,1135000.0,3145.0,Stonnington,Malvern East,3.0,3.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1556,1515231.4,3145.0,Stonnington,Malvern East,3.0,4.0
1287,199.0,3145.0,Stonnington,Melbourne,2.0,2.0,1557,1810000.0,3145.0,Stonnington,Malvern East,3.0,5.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1540,1609000.0,3145.0,,Caulfield East,2.0,4.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1541,651000.0,3145.0,,Malvern East,1.0,2.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1542,1430000.0,3145.0,,Malvern East,1.0,3.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1543,1851000.0,3145.0,,Malvern East,2.0,3.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1544,640000.0,3145.0,Glen Eira,Caulfield East,1.0,2.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1545,1380000.0,3145.0,Glen Eira,Caulfield East,1.0,3.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1546,1550000.0,3145.0,Glen Eira,Caulfield East,2.0,4.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1547,1335000.0,3145.0,Glen Eira,Caulfield East,2.0,5.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1548,321100.0,3145.0,Stonnington,Malvern East,1.0,1.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1549,784406.25,3145.0,Stonnington,Malvern East,1.0,2.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1550,1399166.6666666667,3145.0,Stonnington,Malvern East,1.0,3.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1551,735000.0,3145.0,Stonnington,Malvern East,2.0,2.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1552,1354000.0,3145.0,Stonnington,Malvern East,2.0,3.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1553,1464700.0,3145.0,Stonnington,Malvern East,2.0,4.0
1288,199.0,3145.0,Stonnington,Melbourne,2.0,3.0,1554,1600000.0,3145.0,Stonnington,Malvern East,2.0,5.0
